title,authors,year,type,subject,source,doi,direct_url,abstract
Introduction to Business,"Gitman, Lawrence J.; et al.",2023,Textbook,Business; Management; Economics,OpenStax,N/A,https://open.umn.edu/opentextbooks/formats/1049,"This textbook covers the scope and sequence of most introductory business courses, providing detailed explanations in the context of core themes such as customer satisfaction, ethics, entrepreneurship, global business, and managing change."
Introduction to Psychology: Moving Towards Diversity and Inclusion,N/A,2024,Textbook,Psychology; Social Sciences,BCcampus Open Textbooks,N/A,https://collection.bccampus.ca/textbook/introduction-to-psychology-moving-towards-diversity-and-inclusion/,A new introductory psychology open textbook that aims to incorporate principles of diversity and inclusion into the foundational concepts of the field.
"Advancements in Fluid Power Technology: Sustainability, Electrification, and Digitalization","Ericson, Liselott (ed.); Krus, Petter (ed.)",2025,Textbook,Engineering; Technology; Sustainability,Springer Nature,10.1007/978-3-031-84505-5,https://library.oapen.org/bitstream/20.500.12657/106055/1/9783031845055.pdf,"This open access book contains contributions from the Global Fluid Power Society (GFPS) PhD Symposium 2024, reflecting collaborative efforts to push the boundaries of fluid power research in the context of sustainability, electrification, and digitalization."
Science in the age of AI,The Royal Society,2023,Research Paper,Artificial Intelligence; Science Policy; Open Science,The Royal Society,N/A,https://royalsociety.org/-/media/policy/projects/science-in-the-age-of-ai/science-in-the-age-of-ai-report.pdf,"This report explores how AI technologies are transforming scientific inquiry. Building on the experiences of over 100 scientists, it delves into how AI is changing research methods, integrity, skills, and ethics, and discusses the implications for the future of science."
R&D Publications Output: U.S. Trends and International Comparisons,National Science Board; National Center for Science and Engineering Statistics,2023,Research Paper,Science Policy; R&D; Bibliometrics,National Science Foundation,N/A,https://ncses.nsf.gov/pubs/nsb202333/assets/nsb202333.pdf,"This report presents data on research publication output by region, country, or economy and scientific field. It shows a continued increase in global research activity, a dramatic growth in open access (OA) publications, and an internationally connected research ecosystem."
2023 State of Computer Science Education,"Weissman, Hannah; Glennon, Maggie; Twarek, Bryan; Dunton, Sarah; Childs, Josh",2023,Research Paper,Education; Computer Science; Policy,Code.org,N/A,https://code.org/assets/advocacy/stateofcs/2023_state_of_cs.pdf,"This report provides an update on national and state-level K-12 computer science education policy, access, and participation. It highlights significant growth in the percentage of high schools offering foundational computer science and discusses the incorporation of AI in education."
Money and the Public Debt: Treasury Market Liquidity as a Legal Phenomenon,"Menand, Lev; Younger, Joshua",2023,Research Paper,Law; Finance; Economics,Columbia Business Law Review,N/A,https://scholarship.law.columbia.edu/cgi/viewcontent.cgi?article=5111&context=faculty_scholarship,"This article analyzes recent episodes of evaporated liquidity in the U.S. Treasury market. It argues that a high degree of convertibility between Treasuries and cash requires intermediaries that can augment the money supply, and that recent market structure changes have made public finance increasingly dependent on unstable ""shadow dealers."""
The Limitations of Privacy Rights,"Solove, Daniel J.",2023,Research Paper,Law; Privacy Law; Internet Law,Notre Dame Law Review,N/A,https://scholarship.law.nd.edu/cgi/viewcontent.cgi?article=5057&context=ndlr,"This paper argues that individual privacy rights, while important, are insufficient for effective privacy protection. It contends that rights place too much burden on individuals, cannot be exercised at scale, and fail to address the interrelated nature of personal data."
Degrowth and the Future of Capitalism: A Critical Review of Recent Literature,"Busk, Larry Alan",2023,Research Paper,Economics; Environmental Studies; Political Economy,Emancipations: A Journal of Critical Social Analysis,10.55533/2765-8414.1047,https://scholarsjunction.msstate.edu/cgi/viewcontent.cgi?article=1047&context=emancipations,"This review essay considers six recent books that inquire into 'capitalism,' with four belonging to the degrowth movement. It surveys how capitalism is conceived and evaluates arguments for and against systemic changes, particularly in the context of the environmental crisis."
INVESTIGATING THE COSTS AND ECONOMIC IMPACT OF FLIGHT DELAYS IN THE AVIATION INDUSTRY AND THE POTENTIAL STRATEGIES FOR REDUCTION,"Anupkumar, Ashmith",2023,Research Paper,Economics; Business; Aviation,"California State University, San Bernardino",N/A,https://scholarworks.lib.csusb.edu/cgi/viewcontent.cgi?article=2885&context=etd,"This study covers all aspects of flight delays, from causes (e.g., overscheduling, technical failure) to consequences (financial loss, poor customer experience) and reduction strategies (e.g., improved air traffic management, reserve crews)."
ChatGPT for Higher Education and Professional Development: A Guide to Conversational AI,"Atlas, Stephen",2023,Textbook,Education; Artificial Intelligence; Professional Development,University of Rhode Island,N/A,https://digitalcommons.uri.edu/cgi/viewcontent.cgi?article=1547&context=cba_facpubs,"This guide is an exploration of ChatGPT for higher education, written to help students, educators, and professionals utilize the tool to enhance efficiency, effectiveness, and societal impact. It covers myths, getting started, writing tips, and professional applications."
Mfold web server for nucleic acid folding and hybridization prediction,"Zuker, Michael",2003,Research Paper,Bioinformatics; Computational Biology; Genetics,Nucleic Acids Research,10.1093/nar/gkg595,https://academic.oup.com/nar/article-pdf/31/13/3406/9487491/gkg595.pdf,"This paper describes the 'mfold web server,' a suite of software applications for predicting the secondary structure of single-stranded nucleic acids. The server provides easy access to RNA and DNA folding and hybridization software for the scientific community."
Where is the land of Opportunity? The Geography of Intergenerational Mobility in the United States,"Chetty, Raj; Hendren, Nathaniel; Kline, Patrick; Saez, Emmanuel",2014,Research Paper,Economics; Sociology; Public Policy,The Quarterly Journal of Economics,10.1093/qje/qju022,https://academic.oup.com/qje/article-pdf/129/4/1553/30631636/qju022.pdf,"Using administrative records for over 40 million children and their parents, this study shows that intergenerational mobility varies substantially across areas in the United States. High-mobility areas are correlated with less segregation, less income inequality, better schools, greater social capital, and greater family stability."
Trust as a Social Reality,"Lewis, J. David; Weigert, Andrew",1985,Research Paper,Sociology; Social Theory,Social Forces,10.1093/sf/63.4.967,https://academic.oup.com/sf/article-pdf/63/4/967/6888975/63-4-967.pdf,"This paper proposes a sociological conceptualization of trust, drawing from Luhmann and Barber. It argues that trust includes both emotional and cognitive dimensions and functions as a deep assumption underwriting social order, illustrated through examples like lying, family exchange, and monetary attitudes."
Lean Engineering: Doing the Right Thing Right,"McManus, Hugh; Haggerty, Al; Murman, Earll",2005,Research Paper,Engineering; Aerospace Engineering; Management,1st International Conference on Innovation and Integration in Aerospace Sciences,N/A,https://dspace.mit.edu/bitstream/handle/1721.1/84165/CP_LeanEngineering.pdf?sequence=1,"This paper summarizes findings on migrating lean techniques to engineering processes. It proposes a three-part approach: creating the right products, with effective lifecycle and enterprise integration, using efficient engineering processes to improve value and affordability."
Urban humanities as a framework for the study of public space during the pandemic,"Giamarino, Christopher; Nelischer, Claire; Ramirez, Andrés F.",2023,Research Paper,Urban Studies; Humanities; Sociology,Journal of Urban Design,10.1080/13574809.2023.2180353,https://escholarship.org/content/qt5cc0q6c8/qt5cc0q6c8.pdf,"This article argues that urban humanities approaches (thick mapping, filmic sensing, digital storytelling) offer useful tools to overcome challenges in studying public space during crises like the COVID-19 pandemic. It develops a framework linking these practices to the production of space at multiple scales."
The State of the Digital Humanities: A Report and a Critique,"Liu, Alan",2016,Research Paper,Digital Humanities; Humanities; Higher Education,eScholarship,N/A,https://escholarship.org/content/qt23h6v6x8/qt23h6v6x8_noSplash_0ef49e16691ca30b532e3cb6bc5cf080.pdf,"This report and critique examines the rapid expansion of the digital humanities, arguing that the field lacks adequate critical awareness of its new relationship to postindustrial society and higher education, and is not ready to take up its full responsibility."
Mid-infrared spectroscopy and machine learning for postconsumer plastics recycling,"Stavinski, S.; Maheshkar, A.; Thomas, S.; Dantu, S.; Velarde, E.",2023,Research Paper,Environmental Science; Chemistry; Machine Learning,Environmental Science: Advances,10.1039/D3VA00111C,https://pubs.rsc.org/en/content/articlepdf/2024/va/d4va90010c,"This paper, recognized as a runner-up for the 2023 Outstanding Paper Awards by Environmental Science: Advances, explores the application of mid-infrared spectroscopy combined with machine learning techniques to improve the process of recycling post-consumer plastics."
Introduction to Computer Programming with Python,"Wang, Li",2023,Textbook,Computer Science; Python,Athabasca University Press,N/A,https://open.umn.edu/opentextbooks/formats/4730,This introduction to computer programming with Python begins with some of the basics of computing and programming before diving into the fundamental elements and building blocks of computer programs in Python language. The included exercises and projects are designed to hone students' skills.
"InfoTech Governance, Policy, Ethics & Law","Tuffley, David",2025,Textbook,Computer Science; Law; Ethics,Council of Australian University Librarians,N/A,https://open.umn.edu/opentextbooks/formats/4936,"A comprehensive guide to IT governance, policy, ethics and law for students, practitioners and researchers. Covers the latest developments and best practices in the field, with a focus on the ethical, legal and social implications of IT."
Operating Systems and Infrastructure in Data Science,"Spillner, Josef",2023,Textbook,Computer Science; Data Science; Operating Systems,vdf Hochschulverlag,N/A,https://open.umn.edu/opentextbooks/formats/4723,"This book focuses on mastering tools and operating system facilities to manage data and deploy software, models, and data as ready-to-use online services. It guides students through fundamental concepts and hands-on tasks, with access to a live practice environment."
Semantic Web Development,"Burns, Sean",2025,Textbook,Computer Science; Web Development,Sean Burns,N/A,https://open.umn.edu/opentextbooks/formats/4938,"This book serves as an introduction to semantic web development for undergraduate students new to web development. It focuses on entry-level topics: HTML5 and its semantic elements, CSS3, and JSON-LD with schema.org."
Physical Geology - 2nd Edition,"Earle, Steven",2019,Textbook,Natural Sciences; Geology,BCcampus Open Textbooks,N/A,https://opentextbc.ca/physicalgeology2ed/,"A comprehensive introductory text on the physical aspects of geology, including rocks and minerals, plate tectonics, earthquakes, volcanoes, glaciation, groundwater, streams, coasts, mass wasting, climate change, planetary geology and much more."
University Physics Volume 3,"Ling, Samuel J.; Sanny, Jeff; Moebs, William",2016,Textbook,Natural Sciences; Physics,OpenStax,N/A,https://assets.openstax.org/oscms-prodcms/media/documents/UniversityPhysicsVolume3-WEB.pdf,"The third of a three-volume set designed for a two- or three-semester calculus-based physics course. Volume 3 covers optics and modern physics, including topics like interference, diffraction, relativity, quantum mechanics, and nuclear physics."
The BioImage Archive - building a home for life-sciences microscopy data,"Hartley, Matthew; Kleywegt, Gerard J.; Patwardhan, Ardan; Sarkans, Ugis; Swedlow, Jason R.; Brazma, Alvis",2022,Research Paper,Biology; Bioinformatics; Data Science,bioRxiv,10.1101/2021.12.17.473169,https://www.biorxiv.org/content/10.1101/2021.12.17.473169v2.full.pdf,"This paper introduces the BioImage Archive, a new data resource at EMBL-EBI designed to be a central archive for biological imaging data from all modalities. It aims to ensure reproducibility, reduce duplication of effort, and enable data reuse for new scientific discoveries."
Assessing publication rates from medical students’ mandatory research projects in the Netherlands: a follow-up study,"den Bakker, Charlotte R; Ommering, Belinda WC; van Leeuwen, Thed N; Dekker, Friedo W; De Beaufort, Arnout Jan",2022,Research Paper,Medical Education; Science Policy,BMJ Open,10.1136/bmjopen-2021-056053,https://bmjopen.bmj.com/content/bmjopen/12/4/e056053.full.pdf,"This study examines publication rates from a mandatory research experience for medical students in the Netherlands. It finds that 27.7% of projects resulted in publication and that successful research experiences are associated with greater postgraduate research engagement, suggesting such programs can be a diving board towards a research-oriented career."
"ChatGPT in medicine: an overview of its applications, advantages, limitations, future prospects, and ethical considerations","Dave, Tirth; Athaluri, Sai Anirudh; Singh, Satyam",2023,Research Paper,Medicine; Artificial Intelligence; Ethics,Frontiers in Artificial Intelligence,10.3389/frai.2023.1169595,https://www.scienceopen.com/document_file/67c467f9-3e01-433d-aa94-f0d4793b6c6e/PubMedCentral/67c467f9-3e01-433d-aa94-f0d4793b6c6e.pdf,"This paper presents an analysis of the advantages, limitations, ethical considerations, and practical applications of ChatGPT and AI in healthcare. It covers potential uses from research to clinical diagnosis, while also addressing concerns like credibility, plagiarism, and medico-legal complications."
"The role of civil society organizations in the COVID-19 response across the Global South: A multinational, qualitative study","Levine, Adam C.; Park, Anna; Adhikari, Anindita; et al.",2023,Research Paper,Public Health; Sociology; Development,PLOS Global Public Health,10.1371/journal.pgph.0002341,https://journals.plos.org/globalpublichealth/article/file?id=10.1371/journal.pgph.0002341&type=printable,This qualitative study demonstrates the critical role Civil Society Organizations (CSOs) played in supplementing government emergency aid response by delivering necessary resources and supporting highly vulnerable populations during the COVID-19 pandemic across five low- and middle-income countries.
A Comparison of Autistic and Non-Autistic College Students' Perceived Challenges and Engagement in Self-Advocacy,N/A,2024,Research Paper,Psychology; Education; Disability Studies,American Journal of Speech-Language Pathology,10.1044/2024_AJSLP-22-00381,https://pubs.asha.org/doi/pdf/10.1044/2024_AJSLP-22-00381,"This study compared self-advocacy and college-related challenges across autistic students, students with other disabilities, and nondisabled students. Findings highlight the need for systematic self-advocacy supports for neurodivergent students and education for peers and professors to foster a welcoming college environment."
Machine Learning and Deep Learning Paradigms: From Techniques to Practical Applications and Research Frontiers,"Razzaq, Kamran; Shah, Mahmood",2024,Research Paper,Machine Learning; Deep Learning; Artificial Intelligence,Computers,10.3390/computers13080182,https://www.mdpi.com/2073-431X/13/8/182/pdf,"This study presents a holistic view of ML and DL technologies, analysing algorithms and their application's capacity to address real-world problems in areas like healthcare, finance, and transportation. It also highlights the latest trends and future research avenues."
Climate changes: Challenges and possible solutions,N/A,2020,Research Paper,Climate Change; Environmental Science; Public Policy,Pravo i drustvo,10.5937/PiD2002085S,https://scindeks-clanci.ceon.rs/data/pdf/2217-7117/2020/2217-71172002085S.pdf,"This paper discusses the challenges of climate change, arguing that uncontrolled technological progress has damaged the Earth and that sustainable development is the only way to balance economic and environmental interests."
Indicators of Global Climate Change 2022: annual update of large-scale indicators of the state of the climate system and human influence,"Forster, Piers M.; et al.",2023,Research Paper,Climate Change; Environmental Science,Earth System Science Data,10.5194/essd-15-2295-2023,https://essd.copernicus.org/articles/15/2295/2023/essd-15-2295-2023.pdf,"This paper provides an annual update of key climate indicators, traceable to IPCC report methods, to make timely information on the state of the climate system publicly available. The indicators show that human-induced warming is increasing at an unprecedented rate of over 0.2 °C per decade."
"A review on climate change impacts, models, and its consequences on different sectors: a systematic approach","Rawat, Amit; Kumar, Dilip; Khati, Bhishm Singh",2023,Research Paper,Climate Change; Environmental Science; Economics,Journal of Water and Climate Change,10.2166/wcc.2023.275,https://iwaponline.com/jwcc/article-pdf/14/7/2800/1231362/jwc0142800.pdf,"This review paper examines the effects of climate change on different ecosystem elements, such as air, water, plants, animals, and human beings, with a notable focus on economic aspects. It considers mitigation and transformation worldwide in sectors like human health and crop productivity."
Is Machine Learning Real Learning?,N/A,2023,Research Paper,Machine Learning; Philosophy; Artificial Intelligence,Center for Educational Policy Studies Journal,10.26529/cepsj.1648,https://www.cepsj.si/index.php/cepsj/article/download/1648/847,"This paper discusses whether machine learning constitutes ""real learning,"" exploring two interpretations of the term: learning that actually exists versus the highest form of human learning that presupposes understanding. It presents arguments from both sides of the debate."
Introduction to Philosophy: Logic,N/A,2023,Textbook,Philosophy; Logic,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-logic/open/download?type=pdf,"This book is an introduction to logic for students of contemporary philosophy. It covers i) basic approaches to logic, including proof theory and model theory, ii) extensions of standard logic (such as modal logic) that are important in philosophy, and iii) some elementary philosophy of logic."
Introduction to Philosophy: Philosophy of Mind,N/A,2019,Textbook,Philosophy; Philosophy of Mind,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-of-mind/open/download?type=pdf,"This book introduces students to the main problems and theories in the philosophy of mind, covering topics such as the mind-body problem, consciousness, and artificial intelligence. It is designed to be accessible to students with no prior background in philosophy."
Introduction to Philosophy: Ethics,N/A,2019,Textbook,Philosophy; Ethics,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-ethics/open/download?type=pdf,"This book provides an introduction to the main theories and concepts in ethics, including consequentialism, deontology, and virtue ethics. It explores how these theories apply to contemporary moral issues."
Introduction to Philosophy: Epistemology,N/A,2020,Textbook,Philosophy; Epistemology,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-epistemology/open/download?type=pdf,"This textbook offers an introduction to epistemology, the theory of knowledge. It covers central topics such as the nature of belief, justification, and truth, as well as skepticism and the sources of knowledge."
Introduction to Philosophy: Metaphysics,N/A,2021,Textbook,Philosophy; Metaphysics,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-metaphysics/open/download?type=pdf,"This introductory textbook explores fundamental questions about the nature of reality. Topics include free will, the nature of time, personal identity, and the existence of abstract objects."
Introduction to Philosophy: Philosophy of Religion,N/A,2021,Textbook,Philosophy; Philosophy of Religion,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-of-religion/open/download?type=pdf,"This book introduces students to the philosophy of religion, covering topics such as arguments for and against the existence of God, the problem of evil, and the relationship between faith and reason."
Introduction to Philosophy: Aesthetics,N/A,2022,Textbook,Philosophy; Aesthetics,Rebus Community,N/A,https://press.rebus.community/intro-to-phil-aesthetics/open/download?type=pdf,"This textbook provides an introduction to aesthetics and the philosophy of art. It explores questions about the nature of art, beauty, and aesthetic experience, and examines different theories of art."
Introduction to Philosophy Reader Series,N/A,2022,Textbook,Philosophy,Rebus Community,N/A,https://press.rebus.community/introphilreader/open/download?type=pdf,"This is a collection of primary source readings for introductory philosophy courses, covering a wide range of topics and historical periods. It is designed to be used alongside other introductory textbooks."
Writing a Successful Philosophy Paper,N/A,2022,Textbook,Philosophy; Writing,Rebus Community,N/A,https://press.rebus.community/writing-a-successful-philosophy-paper/open/download?type=pdf,"This guide provides students with practical advice on how to write a successful philosophy paper. It covers all stages of the writing process, from choosing a topic and developing a thesis to structuring the argument and citing sources."
The Open Anthology of Earlier American Literature,N/A,2020,Textbook,Humanities; Literature,Rebus Community,N/A,https://press.rebus.community/openamlit/open/download?type=pdf,"This anthology provides a selection of texts from earlier American literature, from the colonial period to the mid-19th century. It includes works by a diverse range of authors and is designed for introductory courses."
An Introduction to Philosophy,N/A,2018,Textbook,Philosophy,Rebus Community,N/A,https://press.rebus.community/anintroductiontophilosophy/open/download?type=pdf,"This textbook offers a broad introduction to the main areas of philosophy, including metaphysics, epistemology, ethics, and political philosophy. It is designed to be accessible to students with no prior background in the subject."
The Open Anthology of Folk and Fairy Tales,N/A,2023,Textbook,Humanities; Folklore; Literature,Rebus Community,N/A,https://press.rebus.community/openfolktales/open/download?type=pdf,"This anthology presents a collection of folk and fairy tales from around the world, organized thematically. It includes both classic and lesser-known stories, along with introductory material and discussion questions."
"Open Music Theory, Version 2",N/A,2021,Textbook,Humanities; Music Theory,Rebus Community,N/A,https://viva.pressbooks.pub/openmusictheory/open/download?type=pdf,"This textbook provides a comprehensive introduction to music theory, covering topics such as pitch, rhythm, harmony, and form. It includes interactive exercises and examples from a wide range of musical styles."
Understanding Music: Past and Present,N/A,2015,Textbook,Humanities; Music History,University System of Georgia,N/A,https://oer.galileo.usg.edu/cgi/viewcontent.cgi?article=1003&context=arts-textbooks,"This textbook offers a chronological survey of Western music from the Middle Ages to the present day. It covers major composers, genres, and stylistic developments, and includes listening guides for key works."
History in the Making: A History of the People of the United States of America to 1877,N/A,2013,Textbook,Humanities; History,University System of Georgia,N/A,https://oer.galileo.usg.edu/cgi/viewcontent.cgi?article=1000&context=history-textbooks,This textbook provides a survey of American history from the pre-Columbian era to the end of Reconstruction. It emphasizes the experiences of ordinary people and includes a variety of primary source documents.
"World History: Cultures, States, and Societies to 1500",N/A,2016,Textbook,Humanities; History,University System of Georgia,N/A,https://oer.galileo.usg.edu/cgi/viewcontent.cgi?article=1001&context=history-textbooks,"This textbook offers a survey of world history from the origins of human civilization to 1500. It covers major cultures, states, and societies across the globe, with a focus on cross-cultural interactions."
"Exploring Public Speaking, 4th Edition",N/A,2019,Textbook,Communication & Writing; Public Speaking,University System of Georgia,N/A,https://oer.galileo.usg.edu/cgi/viewcontent.cgi?article=1003&context=communication-textbooks,"This textbook provides a comprehensive introduction to public speaking, covering topics such as audience analysis, research, organization, delivery, and visual aids. It includes practical exercises and examples."
"Introduction to Art: Design, Context, and Meaning",N/A,2016,Textbook,Humanities; Art History,University System of Georgia,N/A,https://oer.galileo.usg.edu/cgi/viewcontent.cgi?article=1002&context=arts-textbooks,"This textbook offers an introduction to the visual arts, covering the elements and principles of design, the historical and cultural contexts of art, and different approaches to interpreting meaning."
A Guide to Making Open Textbooks with Students,N/A,2017,Textbook,Education; Open Education,Rebus Community,N/A,https://press.rebus.community/makingopentextbookswithstudents/open/download?type=pdf,"This guide provides practical advice for instructors who want to involve students in the creation of open textbooks. It covers all stages of the process, from planning and collaboration to writing, editing, and publishing."
Introduction to Logic and Critical Thinking,N/A,2017,Textbook,Philosophy; Logic; Critical Thinking,College of the Canyons,N/A,https://www.canyons.edu/_resources/documents/academics/philosophy/logicandcriticalthinking.pdf,"This textbook provides an introduction to the principles of logic and critical thinking. It covers topics such as argument analysis, deductive and inductive reasoning, and common fallacies."
College Success,N/A,2015,Textbook,Education; Student Success,University of Minnesota Libraries Publishing,N/A,https://open.lib.umn.edu/collegesuccess/open/download?type=pdf,"This textbook is designed to help students succeed in college. It covers topics such as time management, study skills, goal setting, and financial literacy."
Communication in the Real World: An Introduction to Communication Studies,N/A,2016,Textbook,Communication & Writing,University of Minnesota Libraries Publishing,N/A,https://open.lib.umn.edu/communication/open/download?type=pdf,"This textbook provides an introduction to the field of communication studies, covering topics such as interpersonal communication, group communication, public speaking, and mass media."
University Physics Volume 1,"Moebs, William; Ling, Samuel J.; Sanny, Jeff",2016,Textbook,Science; Physics,OpenStax,N/A,https://openstax.org/books/university-physics-volume-1/pages/1-introduction,"The first of a three-volume set designed for a two- or three-semester calculus-based physics course. Volume 1 covers mechanics, sound, oscillations, and waves."
University Physics Volume 2,"Ling, Samuel J.; Moebs, William; Sanny, Jeff",2016,Textbook,Science; Physics,OpenStax,N/A,https://openstax.org/books/university-physics-volume-2/pages/1-introduction,"The second of a three-volume set designed for a two- or three-semester calculus-based physics course. Volume 2 covers thermodynamics, electricity, and magnetism."
Workplace Software and Skills,"Bolling, Tammie; Mitchell, Angela; Scott, Tanya; Wheeler, Nyrobi",2023,Textbook,Business; Computer Science,OpenStax,N/A,https://openstax.org/books/workplace-software-skills/pages/1-chapter-scenario,"This book covers fundamental computing skills needed in a modern corporate environment, including basic functions in Microsoft 365 and Google Workspace, as well as topics like computer hardware, networks, and the ethical use of technology."
U.S. History,"Corbett, P. Scott; Janssen, Volker; Lund, John M.; Pfannestiel, Todd; Waskiewicz, Sylvie; Vickery, Paul",2014,Textbook,Humanities; History,OpenStax,N/A,https://openstax.org/books/us-history/pages/1-introduction,This textbook covers the breadth of the chronological history of the United States and provides the necessary depth to ensure the course is manageable for instructors and students alike.
"World History Volume 1, to 1500","Kordas, Ann; Lynch, Ryan J.; Nelson, Brooke; Tatlock, Julie",2023,Textbook,Humanities; History,OpenStax,N/A,https://openstax.org/books/world-history-volume-1/pages/1-introduction,"The first of a two-volume set, this book explores human history from its origins to the year 1500, emphasizing a global perspective, primary sources, and the concepts of causation and interpretation in history."
"World History Volume 2, from 1400","Kordas, Ann; Lynch, Ryan J.; Nelson, Brooke; Tatlock, Julie",2022,Textbook,Humanities; History,OpenStax,N/A,https://openstax.org/books/world-history-volume-2/pages/1-introduction,"The second of a two-volume set, this book explores human history from the year 1400 to the present, emphasizing a global perspective, primary sources, and the concepts of causation and interpretation in history."
Astronomy 2e,"Fraknoi, Andrew; Morrison, David; Wolff, Sidney",2022,Textbook,Science; Astronomy,OpenStax,N/A,https://openstax.org/books/astronomy-2e/pages/1-introduction,"A study of the objects that lie beyond planet Earth and the processes by which these objects interact with one another, emphasizing that science is a ""progress report"" and tracing the evolutionary processes that shape the universe."
Biology for AP® Courses,"Zedalis, Julianne; Eggebrecht, John",2018,Textbook,Science; Biology; AP,OpenStax,N/A,https://openstax.org/books/biology-ap-courses/pages/1-introduction,"This textbook covers the scope and sequence requirements of a typical two-semester Advanced Placement® biology course, offering comprehensive coverage of foundational research and core biology concepts through an evolutionary lens."
Chemistry: Atoms First 2e,"Flowers, Paul; Neth, Edward J.; Robinson, William R.; Theopold, Klaus; Langley, Richard",2019,Textbook,Science; Chemistry,OpenStax,N/A,https://openstax.org/books/chemistry-atoms-first-2e/pages/1-introduction,"An introductory textbook that presents atomic and molecular structure much earlier than the traditional approach, linking these topics in subsequent chapters to provide students with a foundation to understand the application of quantitative principles."
Organic Chemistry,"McMurry, John",2023,Textbook,Science; Chemistry,OpenStax,N/A,https://openstax.org/books/organic-chemistry/pages/1-why-this-chapter,"Renowned for being the most clearly written book available for organic chemistry, this text meets the scope and sequence of a two-semester organic chemistry course that follows a functional group approach, updated with new scientific discoveries and applications."
American Government 3e,"Krutz, Glen; Waskiewicz, Sylvie",2021,Textbook,Social Sciences; Political Science,OpenStax,N/A,https://openstax.org/books/american-government-3e/pages/1-introduction,"This book provides a comprehensive introduction to the U.S. system of government, covering foundational principles, political behavior, and the institutions of government, with a focus on meaningful engagement with the material."
Introduction to Anthropology,"Hasty, Jennifer; Lewis, David G.; Snipes, Marjorie M.",2022,Textbook,Social Sciences; Anthropology,OpenStax,N/A,https://openstax.org/books/introduction-anthropology/pages/1-introduction,"A four-field text integrating diverse voices, engaging field activities, and meaningful themes like Indigenous experiences and social inequality to engage students and enrich learning about the study of humanity."
Introduction to Political Science,"Rom, Mark Carl; Hidaka, Masaki; Walker, Rachel Bzostek",2022,Textbook,Social Sciences; Political Science,OpenStax,N/A,https://openstax.org/books/introduction-political-science/pages/1-introduction,"This text serves as an introduction to the world of politics and the systematic study of political science, teaching fundamental principles and core concepts to help students become better-prepared citizens and political actors."
Contemporary Mathematics,"Kirk, Donna",2023,Textbook,Mathematics,OpenStax,N/A,https://openstax.org/books/contemporary-mathematics/pages/1-introduction,"This book introduces concepts of contemporary mathematics, beginning with set theory and Venn diagrams, which are graphical ways to show relationships between different groups and are foundational to statistical studies."
Abstract Algebra: Theory and Applications,"Judson, Tom",2022,Textbook,Mathematics; Abstract Algebra,Orthogonal Publishing,N/A,http://abstract.ups.edu/aata/aata.pdf,"This open-source textbook is designed to teach the principles and theory of abstract algebra to college juniors and seniors in a rigorous manner. Its strengths include a wide range of exercises, both computational and theoretical, plus many non-trivial applications."
A First Course in Linear Algebra,"Beezer, Robert A.",2016,Textbook,Mathematics; Linear Algebra,Congruent Press,N/A,http://linear.ups.edu/download/fcla-3.50-tablet.pdf,"An introductory textbook designed for university sophomores and juniors. The book begins with systems of linear equations, then covers matrix algebra, before taking up finite-dimensional vector spaces in full generality."
Linear Algebra,"Hefferon, Jim",2020,Textbook,Mathematics; Linear Algebra,N/A,N/A,https://hefferon.net/linearalgebra/linearalgebra.pdf,"This textbook is a comprehensive introduction to linear algebra, suitable for a first course. It covers standard topics such as systems of linear equations, vector spaces, linear maps, determinants, and eigenvectors."
Discrete Mathematics: An Open Introduction,"Levin, Oscar",2021,Textbook,Mathematics; Discrete Mathematics,N/A,N/A,https://discrete.openmathbooks.org/pdfs/dmoi-tablet.pdf,"This is an open-source textbook for a first course in discrete mathematics, designed for computer science majors. It covers topics such as logic, sets, functions, relations, combinatorics, and graph theory."
Book of Proof,"Hammack, Richard",2018,Textbook,Mathematics; Proofs,N/A,N/A,http://www.people.vcu.edu/~rhammack/BookOfProof/BookOfProof.pdf,This book is an introduction to the standard methods of proving mathematical theorems. It is designed for students who are transitioning from calculus to more abstract mathematics courses.
Basic Analysis: Introduction to Real Analysis,"Lebl, Jiří",2022,Textbook,Mathematics; Real Analysis,N/A,N/A,https://www.jirka.org/ra/realanalysis.pdf,"A one-semester course in real analysis, covering the real number system, sequences, series, continuity, differentiation, and integration. It is designed for students who have completed a standard calculus sequence."
Active Calculus,"Boelkins, Matt",2018,Textbook,Mathematics; Calculus,N/A,N/A,https://activecalculus.org/single/calculus-single-1-1.pdf,"This textbook is designed for a first course in single-variable calculus. It emphasizes an active learning approach, with numerous activities and exercises for students to complete."
APEX Calculus,"Hartman, Gregory; et al.",2017,Textbook,Mathematics; Calculus,N/A,N/A,https://www.apexcalculus.com/downloads/apex-calculus-version-4.pdf,"A comprehensive textbook for single- and multi-variable calculus, designed to be used in a standard calculus sequence. It covers all the standard topics, with a focus on clear explanations and numerous examples."
